matchId,passEventId,passTeamId,passPlayerId,passTimeSeconds,startX,startY,endX,endY,becameShot,shotEventId,shotOutcome,shotPlayerId,shotPlayerName,shotStartX,shotStartY,isGoal,shot_dist_to_goal,shot_goal_angle,goalProbability
5588081,2264028668,1634,656947,2428,93,11,90,45,True,2264028674,No Goal,397163,A. Tuanzebe,91.0,47.0,0.0,9.486832980505138,1.8963880914925488,0.21782101355147596
5588081,2264028318,1612,431967,2683,82,57,91,70,True,2264028320,No Goal,346101,T. Alexander-Arnold,81.0,63.0,0.0,23.021728866442675,0.9397169393235674,0.05403174862793941
5588081,2264028403,1612,431967,2794,89,56,88,65,True,2264028405,No Goal,120353,Mohamed Salah,88.0,65.0,0.0,19.209372712298546,1.0007558630951863,0.08597981364158125
5588081,2264028439,1612,476382,2858,53,90,57,79,True,2264028449,No Goal,431967,L. Díaz,80.0,39.0,0.0,22.825424421026653,0.9757267030893555,0.05519451783395554
5588081,2264028552,1612,346101,3286,86,51,95,46,True,2264028569,No Goal,431967,L. Díaz,95.0,46.0,0.0,6.4031242374328485,2.348442707480138,0.310298386759729
5588081,2264028609,1612,431967,3481,92,24,85,40,True,2264028624,No Goal,481911,A. Mac Allister,80.0,43.0,0.0,21.18962010041709,1.0768549578753155,0.06428682049823631
5588081,2264028628,1612,346101,3495,89,87,90,45,True,2264028631,No Goal,345621,Diogo Jota,90.0,45.0,0.0,11.180339887498949,1.7384387646261124,0.19188059723691392
5588081,2264028662,1612,120353,3565,83,68,89,44,True,2264028664,Goal,345621,Diogo Jota,89.0,44.0,1.0,12.529964086141668,1.6127297726682956,0.16993425063663015
5588081,2264028773,1612,476382,3886,86,63,91,66,True,2264028776,Goal,120353,Mohamed Salah,96.0,54.0,1.0,5.656854249492381,2.492277656814667,0.33885828074266033
5588081,2264029412,1634,592655,4032,92,7,95,44,True,2264029414,No Goal,656947,O. Hutchinson,87.0,52.0,0.0,13.152946437965905,1.5589625596917456,0.1504457967193992
5588081,2264028871,1612,476382,4215,66,58,87,40,True,2264028873,No Goal,120353,Mohamed Salah,87.0,40.0,0.0,16.401219466856727,1.2831438617897546,0.1183763493942891
5588081,2264028981,1612,222220,4654,87,21,92,43,True,2264028984,No Goal,345621,Diogo Jota,91.0,44.0,0.0,10.816653826391969,1.7894652726688385,0.20569939003367468
5588081,2264029101,1612,476382,5270,55,49,63,20,True,2264029106,No Goal,431967,L. Díaz,88.0,32.0,0.0,21.633307652783937,0.8066715494215095,0.06599558993231053
5588081,2264029218,1612,476382,5516,100,0,93,43,True,2264029221,No Goal,481911,A. Mac Allister,79.0,48.0,0.0,21.095023109728988,1.1027627810052985,0.06207881789247212
5588081,2264029248,1612,419213,5582,95,26,94,57,True,2264029250,No Goal,631619,C. Bradley,86.0,57.0,0.0,15.652475842498529,1.3649621486907715,0.12201534548414185
5588081,2264029254,1612,431967,5599,86,63,96,56,True,2264029257,No Goal,631619,C. Bradley,96.0,56.0,0.0,7.211102550927978,2.4149503129080676,0.3333843439938868
